order_id,datetime,staff_id,staff_name,table,channel,item_sku,item_name,category,qty,unit_price,line_amount,discount_amount,is_void,void_after_fire,is_comp,order_status,payment_method,payment_amount,tax_rate,customer_ref
ORD000023,2026-04-27 11:14:01,S04,Sara,T9,dine_in,ICL,Iced Latte,Coffee,1,640,640.0,0.0,0,0,0,closed,wallet,672.0,0.05,Cde42a6ba08
ORD000024,2026-04-27 09:11:37,S05,Usman,T14,dine_in,WTR,Bottled Water,Other,1,150,150.0,0.0,0,0,0,closed,cash,172.0,0.15,
ORD000025,2026-04-27 10:00:33,S04,Sara,T3,dine_in,SAN,Chicken Sandwich,Food,1,1350,1350.0,0.0,0,0,0,closed,qr,1418.0,0.05,C3045a9542e
ORD000026,2026-04-27 12:35:08,S04,Sara,T13,dine_in,FLW,Flat White,Coffee,1,600,510.0,90.0,0,0,0,closed,cash,1414.0,0.15,
ORD000026,2026-04-27 12:35:08,S04,Sara,T13,dine_in,MAT,Matcha Latte,Coffee,1,720,720.0,0.0,0,0,0,closed,cash,1414.0,0.15,
ORD000027,2026-04-27 20:50:57,S03,Bilal,,takeaway,BFP,Big Breakfast,Food,1,1850,1850.0,0.0,0,0,0,closed,card,1942.0,0.05,C7626e56d13
ORD000028,2026-04-27 08:30:39,S02,Hamza,T7,dine_in,CAP,Cappuccino,Coffee,1,560,560.0,0.0,0,0,0,closed,cash,644.0,0.15,
ORD000029,2026-04-27 20:14:11,S08,Mahnoor,T8,dine_in,PNC,Pain au Chocolat,Bakery,1,600,600.0,0.0,0,0,0,closed,qr,788.0,0.05,C77ae45bf0e
ORD000029,2026-04-27 20:14:11,S08,Mahnoor,T8,dine_in,WTR,Bottled Water,Other,1,150,150.0,0.0,0,0,0,closed,qr,788.0,0.05,C77ae45bf0e
ORD000030,2026-04-27 20:57:10,S08,Mahnoor,T8,dine_in,CRO,Butter Croissant,Bakery,1,520,520.0,0.0,0,0,0,closed,wallet,546.0,0.05,Cdf0bd6d485
ORD000031,2026-04-27 09:57:34,S02,Hamza,T8,dine_in,MAT,Matcha Latte,Coffee,1,720,720.0,0.0,0,0,0,closed,cash,828.0,0.15,Cfc5da82ed6
ORD000032,2026-04-27 21:54:56,S07,Daniyal,T12,dine_in,CKE2,Cheesecake,Bakery,1,880,880.0,0.0,0,0,0,closed,card,924.0,0.05,C033079de2c
ORD000033,2026-04-27 10:31:01,S07,Daniyal,T13,dine_in,WTR,Bottled Water,Other,1,150,150.0,0.0,0,0,0,closed,cash,2898.0,0.15,
ORD000033,2026-04-27 10:31:01,S07,Daniyal,T13,dine_in,MAT,Matcha Latte,Coffee,1,720,720.0,0.0,0,0,0,closed,cash,2898.0,0.15,
ORD000033,2026-04-27 10:31:01,S07,Daniyal,T13,dine_in,PAS,Pasta,Food,1,1650,1650.0,0.0,0,0,0,closed,cash,2898.0,0.15,
ORD000034,2026-04-27 19:48:53,S07,Daniyal,T3,dine_in,IMP,Imported Soda,Other,1,480,480.0,0.0,0,0,0,closed,cash,552.0,0.15,
ORD000035,2026-04-27 07:15:12,S01,Ayesha,,takeaway,LAT,Cafe Latte,Coffee,1,580,580.0,0.0,0,0,0,closed,card,1428.0,0.05,Cdcafa2df6c
ORD000035,2026-04-27 07:15:12,S01,Ayesha,,takeaway,CKE,Slice of Cake,Bakery,1,780,780.0,0.0,0,0,0,closed,card,1428.0,0.05,Cdcafa2df6c
ORD000036,2026-04-27 21:37:01,S05,Usman,T13,dine_in,CKE,Slice of Cake,Bakery,1,780,780.0,0.0,0,0,0,closed,cash,897.0,0.15,
ORD000037,2026-04-27 17:50:36,S01,Ayesha,T14,dine_in,BFP,Big Breakfast,Food,2,1850,3700.0,0.0,0,0,0,closed,cash,4899.0,0.15,C03a7195bef
ORD000037,2026-04-27 17:50:36,S01,Ayesha,T14,dine_in,CAP,Cappuccino,Coffee,1,560,560.0,0.0,0,0,0,closed,cash,4899.0,0.15,C03a7195bef
ORD000038,2026-04-27 10:29:27,S05,Usman,T8,dine_in,ICL,Iced Latte,Coffee,1,640,640.0,0.0,0,0,0,closed,wallet,672.0,0.05,C58cf770e72
ORD000039,2026-04-27 18:31:13,S06,Zainab,,takeaway,LAT,Cafe Latte,Coffee,1,580,580.0,0.0,0,0,0,closed,cash,1150.0,0.15,
ORD000039,2026-04-27 18:31:13,S06,Zainab,,takeaway,ESP,Espresso,Coffee,1,420,420.0,0.0,0,0,0,closed,cash,1150.0,0.15,
ORD000040,2026-04-27 20:28:50,S01,Ayesha,T8,dine_in,MAT,Matcha Latte,Coffee,1,720,720.0,0.0,0,0,0,closed,cash,828.0,0.15,Cd0ad7fb517
ORD000041,2026-04-27 19:19:16,S04,Sara,T7,dine_in,LAT,Cafe Latte,Coffee,1,580,580.0,0.0,0,0,0,closed,card,1533.0,0.05,Cb0d3f4350d
ORD000041,2026-04-27 19:19:16,S04,Sara,T7,dine_in,CKE2,Cheesecake,Bakery,1,880,880.0,0.0,0,0,0,closed,card,1533.0,0.05,Cb0d3f4350d
ORD000042,2026-04-27 09:11:19,S01,Ayesha,,takeaway,CKE,Slice of Cake,Bakery,1,780,780.0,0.0,0,0,0,closed,card,1407.0,0.05,Cd923cf20c8
ORD000042,2026-04-27 09:11:19,S01,Ayesha,,takeaway,CAP,Cappuccino,Coffee,1,560,560.0,0.0,0,0,0,closed,card,1407.0,0.05,Cd923cf20c8
ORD000043,2026-04-27 07:16:55,S08,Mahnoor,T3,dine_in,BFP,Big Breakfast,Food,2,1850,3700.0,0.0,0,0,0,closed,cash,4255.0,0.15,C862b14839d
ORD000044,2026-04-27 13:50:39,S04,Sara,,takeaway,CRO,Butter Croissant,Bakery,1,520,520.0,0.0,0,0,0,closed,cash,598.0,0.15,
ORD000045,2026-04-27 21:48:13,S04,Sara,T3,dine_in,CLB,Cold Brew,Coffee,1,680,680.0,0.0,0,0,0,closed,card,714.0,0.05,Ccb8af0dea2
ORD000046,2026-04-27 09:44:55,S08,Mahnoor,T8,dine_in,BFP,Big Breakfast,Food,1,1850,1850.0,0.0,0,0,0,closed,qr,2552.0,0.05,Cc16d2396f5
ORD000046,2026-04-27 09:44:55,S08,Mahnoor,T8,dine_in,LAT,Cafe Latte,Coffee,1,580,580.0,0.0,0,0,0,closed,qr,2552.0,0.05,Cc16d2396f5
ORD000047,2026-04-27 16:58:18,S08,Mahnoor,T10,dine_in,ICL,Iced Latte,Coffee,1,640,640.0,0.0,0,0,0,closed,cash,736.0,0.15,
ORD000048,2026-04-27 12:01:05,S04,Sara,,takeaway,PNC,Pain au Chocolat,Bakery,1,600,600.0,0.0,0,0,0,closed,wallet,1743.0,0.05,Cfc6808fe6f
ORD000048,2026-04-27 12:01:05,S04,Sara,,takeaway,LAT,Cafe Latte,Coffee,1,580,580.0,0.0,0,0,0,closed,wallet,1743.0,0.05,Cfc6808fe6f
ORD000048,2026-04-27 12:01:05,S04,Sara,,takeaway,AMR,Americano,Coffee,1,480,480.0,0.0,0,0,0,closed,wallet,1743.0,0.05,Cfc6808fe6f
ORD000049,2026-04-27 12:20:42,S02,Hamza,,takeaway,MOC,Mocha,Coffee,1,650,585.0,65.0,0,0,0,closed,card,3659.0,0.05,C73e95a7b22
ORD000049,2026-04-27 12:20:42,S02,Hamza,,takeaway,AVT,Avocado Toast,Food,2,1450,2900.0,0.0,0,0,0,closed,card,3659.0,0.05,C73e95a7b22
ORD000050,2026-04-27 20:26:03,S04,Sara,T16,dine_in,MAT,Matcha Latte,Coffee,1,720,720.0,0.0,0,0,0,closed,cash,828.0,0.15,
ORD000051,2026-04-27 08:45:10,S05,Usman,T18,dine_in,CAP,Cappuccino,Coffee,1,560,560.0,0.0,0,0,0,closed,cash,644.0,0.15,Caea1281c57
ORD000052,2026-04-27 15:26:53,S08,Mahnoor,,takeaway,CRO,Butter Croissant,Bakery,1,520,520.0,0.0,0,0,0,closed,card,546.0,0.05,Cd32984532a
ORD000053,2026-04-27 20:21:59,S05,Usman,,takeaway,PNC,Pain au Chocolat,Bakery,1,600,600.0,0.0,0,0,0,closed,card,2048.0,0.05,C3baae6f192
ORD000053,2026-04-27 20:21:59,S05,Usman,,takeaway,SAN,Chicken Sandwich,Food,1,1350,1350.0,0.0,0,0,0,closed,card,2048.0,0.05,C3baae6f192
ORD000054,2026-04-27 21:36:24,S04,Sara,,takeaway,SAL,Garden Salad,Food,1,1250,1250.0,0.0,0,0,0,closed,cash,1438.0,0.15,
ORD000055,2026-04-27 07:08:32,S06,Zainab,,takeaway,ESP,Espresso,Coffee,1,420,420.0,0.0,0,0,0,closed,wallet,2446.0,0.05,C13ed41d309
ORD000055,2026-04-27 07:08:32,S06,Zainab,,takeaway,CAP,Cappuccino,Coffee,1,560,560.0,0.0,0,0,0,closed,wallet,2446.0,0.05,C13ed41d309
ORD000055,2026-04-27 07:08:32,S06,Zainab,,takeaway,SAN,Chicken Sandwich,Food,1,1350,1350.0,0.0,0,0,0,closed,wallet,2446.0,0.05,C13ed41d309
ORD000056,2026-04-27 22:55:34,S01,Ayesha,T8,dine_in,CKE2,Cheesecake,Bakery,1,880,880.0,0.0,0,0,0,closed,cash,2438.0,0.15,
ORD000056,2026-04-27 22:55:34,S01,Ayesha,T8,dine_in,CLB,Cold Brew,Coffee,1,680,680.0,0.0,0,0,0,closed,cash,2438.0,0.15,
ORD000056,2026-04-27 22:55:34,S01,Ayesha,T8,dine_in,CAP,Cappuccino,Coffee,1,560,560.0,0.0,0,0,0,closed,cash,2438.0,0.15,
ORD000057,2026-04-27 10:36:43,S03,Bilal,T3,dine_in,ICL,Iced Latte,Coffee,1,640,640.0,0.0,0,0,0,closed,cash,1334.0,0.15,
ORD000057,2026-04-27 10:36:43,S03,Bilal,T3,dine_in,CRO,Butter Croissant,Bakery,1,520,520.0,0.0,0,0,0,closed,cash,1334.0,0.15,
ORD000058,2026-04-27 08:04:28,S06,Zainab,,takeaway,SAN,Chicken Sandwich,Food,1,1350,1350.0,0.0,0,0,0,closed,card,1418.0,0.05,C46b4680713
ORD000059,2026-04-27 16:18:44,S05,Usman,T13,dine_in,WTR,Bottled Water,Other,1,150,150.0,0.0,0,0,0,closed,card,1890.0,0.05,C5d28811f93
ORD000059,2026-04-27 16:18:44,S05,Usman,T13,dine_in,PAS,Pasta,Food,1,1650,1650.0,0.0,0,0,0,closed,card,1890.0,0.05,C5d28811f93
ORD000060,2026-04-27 09:43:48,S03,Bilal,,takeaway,ESP,Espresso,Coffee,1,420,420.0,0.0,0,0,0,closed,qr,1124.0,0.05,Cd0b424e50a
ORD000060,2026-04-27 09:43:48,S03,Bilal,,takeaway,MOC,Mocha,Coffee,1,650,650.0,0.0,0,0,0,closed,qr,1124.0,0.05,Cd0b424e50a
ORD000061,2026-04-27 19:33:32,S05,Usman,,takeaway,FLW,Flat White,Coffee,1,600,600.0,0.0,0,0,0,closed,card,3990.0,0.05,Cfca32e0b35
ORD000061,2026-04-27 19:33:32,S05,Usman,,takeaway,SAN,Chicken Sandwich,Food,1,1350,1350.0,0.0,0,0,0,closed,card,3990.0,0.05,Cfca32e0b35
ORD000061,2026-04-27 19:33:32,S05,Usman,,takeaway,BFP,Big Breakfast,Food,1,1850,1850.0,0.0,0,0,0,closed,card,3990.0,0.05,Cfca32e0b35
ORD000062,2026-04-27 07:29:23,S05,Usman,T12,dine_in,IMP,Imported Soda,Other,1,480,480.0,0.0,0,0,0,closed,card,1134.0,0.05,Cf4895fd9dd
ORD000062,2026-04-27 07:29:23,S05,Usman,T12,dine_in,FLW,Flat White,Coffee,1,600,600.0,0.0,0,0,0,closed,card,1134.0,0.05,Cf4895fd9dd
ORD000063,2026-04-27 07:02:19,S08,Mahnoor,T8,dine_in,IMP,Imported Soda,Other,1,480,480.0,0.0,0,0,0,closed,wallet,504.0,0.05,C998fad6fa0
ORD000064,2026-04-27 20:41:06,S08,Mahnoor,T9,dine_in,LAT,Cafe Latte,Coffee,1,580,580.0,0.0,0,0,0,closed,card,609.0,0.05,C58cf770e72
ORD000065,2026-04-27 22:03:25,S05,Usman,T4,dine_in,CRO,Butter Croissant,Bakery,1,520,442.0,78.0,0,0,0,closed,qr,1010.0,0.05,Cde4622a747
ORD000065,2026-04-27 22:03:25,S05,Usman,T4,dine_in,CRO,Butter Croissant,Bakery,1,520,520.0,0.0,0,0,0,closed,qr,1010.0,0.05,Cde4622a747
ORD000066,2026-04-27 08:52:55,S04,Sara,T5,dine_in,CAP,Cappuccino,Coffee,1,560,560.0,0.0,0,0,0,closed,wallet,1117.0,0.05,C8ce57845d3
ORD000066,2026-04-27 08:52:55,S04,Sara,T5,dine_in,CAP,Cappuccino,Coffee,1,560,504.0,56.0,0,0,0,closed,wallet,1117.0,0.05,C8ce57845d3
ORD000067,2026-04-27 14:11:16,S01,Ayesha,T14,dine_in,AVT,Avocado Toast,Food,1,1450,1450.0,0.0,0,0,0,closed,cash,1667.0,0.15,
ORD000068,2026-04-27 09:29:41,S01,Ayesha,T16,dine_in,PAS,Pasta,Food,1,1650,1650.0,0.0,0,0,0,closed,wallet,1732.0,0.05,Cdcafa2df6c
ORD000069,2026-04-27 09:24:38,S05,Usman,T14,dine_in,PAS,Pasta,Food,2,1650,3300.0,0.0,0,0,0,closed,card,4221.0,0.05,Ce4c9a1f3d4
ORD000069,2026-04-27 09:24:38,S05,Usman,T14,dine_in,MAT,Matcha Latte,Coffee,1,720,720.0,0.0,0,0,0,closed,card,4221.0,0.05,Ce4c9a1f3d4
ORD000070,2026-04-27 12:42:16,S06,Zainab,,takeaway,AMR,Americano,Coffee,1,480,480.0,0.0,0,0,0,closed,cash,552.0,0.15,
ORD000071,2026-04-27 07:37:35,S06,Zainab,,takeaway,CLB,Cold Brew,Coffee,1,680,680.0,0.0,0,0,0,closed,cash,2772.0,0.15,
ORD000071,2026-04-27 07:37:35,S06,Zainab,,takeaway,SAL,Garden Salad,Food,1,1250,1250.0,0.0,0,0,0,closed,cash,2772.0,0.15,
ORD000071,2026-04-27 07:37:35,S06,Zainab,,takeaway,AMR,Americano,Coffee,1,480,480.0,0.0,0,0,0,closed,cash,2772.0,0.15,
ORD000072,2026-04-27 08:51:27,S01,Ayesha,T9,dine_in,FLW,Flat White,Coffee,1,600,540.0,60.0,0,0,0,closed,card,567.0,0.05,C47c5e28c85
ORD000073,2026-04-27 07:05:47,S04,Sara,T15,dine_in,AVT,Avocado Toast,Food,1,1450,1305.0,145.0,0,0,0,closed,cash,2145.0,0.15,
ORD000073,2026-04-27 07:05:47,S04,Sara,T15,dine_in,HOT,Hot Chocolate,Coffee,1,560,560.0,0.0,0,0,0,closed,cash,2145.0,0.15,
ORD000074,2026-04-27 15:17:13,S02,Hamza,T4,dine_in,FLW,Flat White,Coffee,1,600,600.0,0.0,0,0,0,closed,card,630.0,0.05,C7aac1c4d67
ORD000075,2026-04-27 08:49:08,S05,Usman,T4,dine_in,MAT,Matcha Latte,Coffee,1,720,720.0,0.0,0,0,0,closed,card,756.0,0.05,C1dfc0aff25
ORD000076,2026-04-27 12:55:47,S01,Ayesha,T15,dine_in,CLB,Cold Brew,Coffee,1,680,680.0,0.0,0,0,0,closed,qr,714.0,0.05,C86629c6deb
ORD000077,2026-04-27 21:51:39,S08,Mahnoor,,takeaway,CLB,Cold Brew,Coffee,1,680,680.0,0.0,0,0,0,closed,qr,714.0,0.05,C6b051e9554
ORD000078,2026-04-27 18:21:49,S03,Bilal,T4,dine_in,BFP,Big Breakfast,Food,1,1850,1850.0,0.0,0,0,0,closed,cash,4255.0,0.15,C0ae131a4f8
ORD000078,2026-04-27 18:21:49,S03,Bilal,T4,dine_in,BFP,Big Breakfast,Food,1,1850,1850.0,0.0,0,0,0,closed,cash,4255.0,0.15,C0ae131a4f8
ORD000079,2026-04-27 13:48:37,S08,Mahnoor,,takeaway,WTR,Bottled Water,Other,1,150,150.0,0.0,0,0,0,closed,wallet,158.0,0.05,C6eb210a64e
ORD000080,2026-04-27 19:37:03,S06,Zainab,T10,dine_in,SAN,Chicken Sandwich,Food,2,1350,2700.0,0.0,0,0,0,closed,cash,3105.0,0.15,Cdf99103aeb
ORD000081,2026-04-27 16:57:02,S08,Mahnoor,,takeaway,AMR,Americano,Coffee,1,480,480.0,0.0,0,0,0,closed,cash,552.0,0.15,C7fbe3398f9
ORD000082,2026-04-27 18:02:15,S08,Mahnoor,,takeaway,SAL,Garden Salad,Food,1,1250,1250.0,0.0,0,0,0,closed,cash,1438.0,0.15,
ORD000083,2026-04-27 19:04:21,S02,Hamza,T13,dine_in,CRO,Butter Croissant,Bakery,1,520,520.0,0.0,0,0,0,closed,card,1638.0,0.05,C3b6e1c2740
ORD000083,2026-04-27 19:04:21,S02,Hamza,T13,dine_in,CAP,Cappuccino,Coffee,1,560,560.0,0.0,0,0,0,closed,card,1638.0,0.05,C3b6e1c2740
ORD000083,2026-04-27 19:04:21,S02,Hamza,T13,dine_in,AMR,Americano,Coffee,1,480,480.0,0.0,0,0,0,closed,card,1638.0,0.05,C3b6e1c2740
ORD000084,2026-04-27 19:52:08,S02,Hamza,,takeaway,LAT,Cafe Latte,Coffee,1,580,580.0,0.0,0,0,0,closed,cash,667.0,0.15,
ORD000085,2026-04-27 08:09:04,S05,Usman,,takeaway,MAT,Matcha Latte,Coffee,1,720,720.0,0.0,0,0,0,closed,card,1386.0,0.05,Cd2e31a2e79
ORD000085,2026-04-27 08:09:04,S05,Usman,,takeaway,PNC,Pain au Chocolat,Bakery,1,600,600.0,0.0,0,0,0,closed,card,1386.0,0.05,Cd2e31a2e79
ORD000086,2026-04-27 18:46:28,S01,Ayesha,T8,dine_in,CLB,Cold Brew,Coffee,1,680,680.0,0.0,0,0,0,closed,qr,1470.0,0.05,C704cdee453
ORD000086,2026-04-27 18:46:28,S01,Ayesha,T8,dine_in,MAT,Matcha Latte,Coffee,1,720,720.0,0.0,0,0,0,closed,qr,1470.0,0.05,C704cdee453
ORD000087,2026-04-27 22:49:18,S07,Daniyal,T14,dine_in,LAT,Cafe Latte,Coffee,1,580,580.0,0.0,0,0,0,closed,qr,609.0,0.05,C679f8bd881
ORD000088,2026-04-27 07:18:05,S03,Bilal,T17,dine_in,PAS,Pasta,Food,1,1650,1650.0,0.0,0,0,0,closed,card,3045.0,0.05,C63391bb904
ORD000088,2026-04-27 07:18:05,S03,Bilal,T17,dine_in,SAL,Garden Salad,Food,1,1250,1250.0,0.0,0,0,0,closed,card,3045.0,0.05,C63391bb904
ORD000089,2026-04-27 19:50:09,S03,Bilal,T16,dine_in,PAS,Pasta,Food,1,1650,1650.0,0.0,0,0,0,closed,cash,2380.0,0.15,Cf66ffdf0eb
ORD000089,2026-04-27 19:50:09,S03,Bilal,T16,dine_in,ESP,Espresso,Coffee,1,420,420.0,0.0,0,0,0,closed,cash,2380.0,0.15,Cf66ffdf0eb
ORD000090,2026-04-27 08:26:40,S08,Mahnoor,T16,dine_in,FLW,Flat White,Coffee,1,600,600.0,0.0,0,0,0,closed,cash,1173.0,0.15,C63391bb904
ORD000090,2026-04-27 08:26:40,S08,Mahnoor,T16,dine_in,ESP,Espresso,Coffee,1,420,420.0,0.0,0,0,0,closed,cash,1173.0,0.15,C63391bb904
ORD000091,2026-04-28 21:24:55,S08,Mahnoor,T13,dine_in,AMR,Americano,Coffee,1,480,480.0,0.0,0,0,0,closed,qr,504.0,0.05,Cf4895fd9dd
ORD000092,2026-04-28 15:08:02,S06,Zainab,T6,dine_in,LAT,Cafe Latte,Coffee,1,580,580.0,0.0,0,0,0,closed,wallet,609.0,0.05,C5ac439c909
ORD000093,2026-04-28 08:02:50,S04,Sara,,takeaway,MAT,Matcha Latte,Coffee,1,720,720.0,0.0,0,0,0,closed,card,2888.0,0.05,Cbf1fa8f7c6
ORD000093,2026-04-28 08:02:50,S04,Sara,,takeaway,LAT,Cafe Latte,Coffee,1,580,580.0,0.0,0,0,0,closed,card,2888.0,0.05,Cbf1fa8f7c6
ORD000093,2026-04-28 08:02:50,S04,Sara,,takeaway,AVT,Avocado Toast,Food,1,1450,1450.0,0.0,0,0,0,closed,card,2888.0,0.05,Cbf1fa8f7c6
ORD000094,2026-04-28 11:31:44,S08,Mahnoor,T17,dine_in,CRO,Butter Croissant,Bakery,1,520,520.0,0.0,0,0,0,closed,card,546.0,0.05,C25fde7e354
ORD000095,2026-04-28 09:19:28,S07,Daniyal,T15,dine_in,CLB,Cold Brew,Coffee,1,680,680.0,0.0,0,0,0,closed,cash,1380.0,0.15,C24de84328a
ORD000095,2026-04-28 09:19:28,S07,Daniyal,T15,dine_in,CRO,Butter Croissant,Bakery,1,520,520.0,0.0,0,0,0,closed,cash,1380.0,0.15,C24de84328a
ORD000096,2026-04-28 07:09:54,S08,Mahnoor,T3,dine_in,HOT,Hot Chocolate,Coffee,1,560,560.0,0.0,0,0,0,closed,card,588.0,0.05,C641da9029c
ORD000097,2026-04-28 11:36:08,S06,Zainab,T9,dine_in,ICL,Iced Latte,Coffee,1,640,640.0,0.0,0,0,0,closed,card,672.0,0.05,C52cc78336b
ORD000098,2026-04-28 18:39:18,S08,Mahnoor,T5,dine_in,BFP,Big Breakfast,Food,1,1850,1850.0,0.0,0,0,0,closed,wallet,2258.0,0.05,C3d3ed875c0
ORD000098,2026-04-28 18:39:18,S08,Mahnoor,T5,dine_in,WTR,Bottled Water,Other,1,150,150.0,0.0,0,0,0,closed,wallet,2258.0,0.05,C3d3ed875c0
ORD000098,2026-04-28 18:39:18,S08,Mahnoor,T5,dine_in,WTR,Bottled Water,Other,1,150,150.0,0.0,0,0,0,closed,wallet,2258.0,0.05,C3d3ed875c0
